class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
Open_hand,0.138171315,0.69439882,6.82E-07,0.208468929,0.652524173,-0.025479114,0.262562275,0.597189128,-0.035454173,0.305838645,0.541057587,-0.044965494,0.342428774,0.502826869,-0.054194793,0.217572972,0.47305274,-0.004786128,0.256058037,0.388250083,-0.020538593,0.276646525,0.334548473,-0.037096795,0.292746961,0.287909091,-0.048932813,0.174818709,0.45718652,-0.005784513,0.195328072,0.353337198,-0.018542605,0.206723109,0.286950797,-0.0338462,0.215165243,0.232923478,-0.044976342,0.131903976,0.462201715,-0.011462697,0.142041013,0.365451813,-0.025712183,0.151681036,0.30294466,-0.0377484,0.161358729,0.251349449,-0.045681253,0.086449526,0.483944178,-0.020092919,0.087139972,0.412412047,-0.034054816,0.089195758,0.36540544,-0.038805936,0.092849471,0.320776641,-0.04073061
Open_hand,0.13615711,0.693911791,6.87E-07,0.206004366,0.655535102,-0.027761003,0.262529194,0.598686337,-0.037671681,0.306213021,0.54167515,-0.046477515,0.342605472,0.502876461,-0.054647069,0.217565626,0.473917127,-0.006189664,0.256649315,0.388720006,-0.021133138,0.27718088,0.335264295,-0.036785964,0.292944759,0.289188057,-0.047926661,0.175202116,0.457698226,-0.005969776,0.195944175,0.352150619,-0.018212145,0.207035065,0.2850779,-0.032770399,0.214851364,0.230800182,-0.043161787,0.132535443,0.4624376,-0.010620614,0.143546343,0.365466416,-0.024637725,0.152700007,0.303212047,-0.036586482,0.161510527,0.251268029,-0.044246789,0.086859576,0.483941734,-0.018439796,0.087615103,0.412509084,-0.032138284,0.088468693,0.366500229,-0.036753584,0.090505861,0.322735697,-0.03851429
Open_hand,0.138958141,0.693437576,6.87E-07,0.208491579,0.653526604,-0.027804632,0.262610167,0.596804559,-0.038307689,0.306149513,0.539886236,-0.047938131,0.342339724,0.500620961,-0.057251453,0.217784494,0.473171175,-0.006953944,0.256477475,0.388856232,-0.023375012,0.277214855,0.335589945,-0.040457387,0.293452382,0.289218932,-0.052622024,0.174843922,0.456872672,-0.007233659,0.194912359,0.35221982,-0.020949008,0.206397533,0.285315812,-0.037009109,0.215176806,0.230733275,-0.048659001,0.131545901,0.462307215,-0.012422836,0.142216712,0.365667164,-0.027881725,0.152206317,0.302580774,-0.040883567,0.162061676,0.249903619,-0.049366951,0.085375592,0.484177828,-0.020738497,0.08705122,0.411608547,-0.035774734,0.088929728,0.363574922,-0.041311182,0.092248373,0.317989439,-0.043796193
Open_hand,0.138354883,0.692446828,6.97E-07,0.207837313,0.652900577,-0.027727149,0.263069689,0.59749341,-0.038130961,0.306636482,0.541340292,-0.047586847,0.342940837,0.502464533,-0.05654211,0.219386607,0.473248541,-0.005704781,0.257978737,0.388472944,-0.021170521,0.278548121,0.334952712,-0.037512962,0.294388324,0.288671494,-0.04920125,0.176087514,0.45699361,-0.005664477,0.196506321,0.352633059,-0.018528095,0.207476482,0.286183953,-0.033943102,0.215307653,0.231739491,-0.045030043,0.132835746,0.461834282,-0.01050739,0.144276559,0.365515172,-0.024759969,0.15369612,0.303461939,-0.036761038,0.162831485,0.251506478,-0.04451013,0.08681155,0.483738631,-0.018535519,0.088912398,0.412469208,-0.032231729,0.090809844,0.366214335,-0.036692642,0.093910508,0.322108716,-0.03836526
Open_hand,0.140956461,0.694603145,6.82E-07,0.211072981,0.652352512,-0.025096772,0.264711916,0.595460296,-0.034830771,0.307805896,0.539477646,-0.044175915,0.343994319,0.501350641,-0.05338724,0.219753772,0.47377941,-0.005149214,0.257625818,0.388555944,-0.02143283,0.278087497,0.334842771,-0.038276833,0.293890774,0.288026363,-0.050299179,0.176624969,0.457811475,-0.006691934,0.196448863,0.352458179,-0.020383146,0.207342118,0.286032617,-0.036338452,0.215242788,0.231648326,-0.047775615,0.133282751,0.463151753,-0.012849075,0.142439917,0.366489649,-0.028013138,0.151511252,0.303449214,-0.040492844,0.160749286,0.250965506,-0.048588619,0.087096296,0.485263377,-0.021875186,0.088641211,0.413116157,-0.036226925,0.091275357,0.365716845,-0.041034661,0.095656902,0.320827305,-0.04301542
Open_hand,0.140164971,0.694292128,6.84E-07,0.210575789,0.652791858,-0.025493247,0.264777601,0.596646786,-0.035236295,0.307995528,0.539958596,-0.044483908,0.343639046,0.500942349,-0.053467982,0.219875768,0.474049509,-0.005253541,0.257676274,0.388225794,-0.02118906,0.277782857,0.334255964,-0.037618537,0.293158323,0.287410647,-0.049366258,0.176543176,0.457941145,-0.006451862,0.196108833,0.352089643,-0.020064751,0.206921771,0.285693407,-0.035701454,0.214628622,0.231827289,-0.046804711,0.133124903,0.463285238,-0.012293206,0.142014146,0.366476059,-0.027468817,0.150766477,0.303792655,-0.039837155,0.159669518,0.251695335,-0.047755346,0.087143846,0.485566169,-0.021025188,0.088649459,0.413800806,-0.035368122,0.091005623,0.367124736,-0.040145144,0.094965748,0.32299608,-0.042046078
Open_hand,0.141815647,0.694374442,6.80E-07,0.212138027,0.653223276,-0.026312498,0.265263379,0.5954656,-0.035869952,0.307698786,0.537584424,-0.044775143,0.343220592,0.497499555,-0.053472474,0.218889698,0.472547859,-0.005851173,0.257533878,0.387777686,-0.021592468,0.278249413,0.334153473,-0.037971925,0.294331938,0.287899435,-0.049740717,0.176116765,0.457315981,-0.006808081,0.195738062,0.351905286,-0.020082582,0.206580207,0.284570694,-0.035779461,0.214488059,0.22999984,-0.047231145,0.133018419,0.463819921,-0.01258542,0.142038748,0.365761995,-0.028048683,0.151145101,0.301842541,-0.041407302,0.160394192,0.248451203,-0.050185971,0.087090634,0.486734897,-0.021310486,0.087535374,0.413141549,-0.036927477,0.08892066,0.364127517,-0.04327156,0.092067569,0.317456007,-0.046378002
Open_hand,0.13891606,0.69259268,6.67E-07,0.208191544,0.654165328,-0.027247362,0.263847977,0.595120013,-0.037918884,0.30666849,0.537443817,-0.047632266,0.343455732,0.499306709,-0.057125643,0.219953716,0.4720186,-0.009753499,0.257533669,0.386841148,-0.026618082,0.277728319,0.333080709,-0.043214474,0.29322058,0.286826134,-0.055046674,0.175991565,0.455982149,-0.010406086,0.195066407,0.350818217,-0.024692945,0.205550149,0.284774303,-0.040362053,0.212848067,0.231226712,-0.051654857,0.132648841,0.461542726,-0.015615561,0.140962616,0.364563137,-0.030863939,0.149513081,0.30168879,-0.043362595,0.158300474,0.249267906,-0.051671669,0.086854897,0.484245718,-0.023866901,0.087262273,0.411390841,-0.038426258,0.089442275,0.363691688,-0.043860629,0.093512408,0.317958951,-0.046458017
Open_hand,0.145057425,0.695113957,6.57E-07,0.214082628,0.65154922,-0.025145592,0.266425252,0.590452611,-0.035406254,0.307534873,0.533613801,-0.045123097,0.343070328,0.494219989,-0.054924123,0.219399378,0.471360445,-0.010442049,0.256283611,0.385871112,-0.027874578,0.27593866,0.331873894,-0.044633385,0.290715814,0.285146207,-0.056522794,0.175274998,0.456388772,-0.012758642,0.19241257,0.348180056,-0.027944861,0.202977851,0.280285001,-0.044220883,0.21017544,0.224773675,-0.055858251,0.131926209,0.463744611,-0.019308312,0.136911795,0.365805924,-0.035911374,0.144782841,0.30180499,-0.049484048,0.152560979,0.248218924,-0.05834984,0.086930633,0.487990409,-0.028541109,0.084702082,0.414049864,-0.044511929,0.085252605,0.364933133,-0.050765064,0.087461397,0.318384945,-0.053836912
Open_hand,0.149080291,0.692449808,6.48E-07,0.215584412,0.649767995,-0.025827503,0.268948823,0.589933276,-0.036824271,0.310651243,0.534255207,-0.047216348,0.344583035,0.494097829,-0.057680629,0.221047491,0.470903993,-0.012222143,0.256033272,0.384703517,-0.030701412,0.275902301,0.329626054,-0.047855485,0.291710496,0.282329351,-0.059979532,0.177957684,0.45758149,-0.01450529,0.192928404,0.350474536,-0.030763172,0.202475667,0.282806516,-0.047156557,0.209209442,0.227199912,-0.058990333,0.135482013,0.465812892,-0.021126866,0.139935046,0.365777582,-0.038434092,0.146723092,0.301065087,-0.05189516,0.154045433,0.246234506,-0.060731389,0.090968147,0.490944862,-0.030537173,0.086615011,0.416558892,-0.046944086,0.086340532,0.366745889,-0.05346356,0.088044316,0.318769872,-0.056851219
Open_hand,0.161612406,0.690456748,5.89E-07,0.227457792,0.648754716,-0.025342071,0.283647358,0.591851294,-0.037894033,0.325868964,0.538998067,-0.049795043,0.360213339,0.500385582,-0.06209686,0.239016369,0.471547037,-0.01717444,0.27314502,0.387961507,-0.037400048,0.291107029,0.334230661,-0.054822121,0.306349963,0.289040506,-0.066922083,0.197518513,0.457475781,-0.02002617,0.210447222,0.354245335,-0.037650473,0.220267966,0.288872004,-0.053927645,0.228477836,0.235029638,-0.065574177,0.155994609,0.46515578,-0.026783783,0.158025175,0.36824891,-0.044904042,0.164163619,0.306400359,-0.05851749,0.172136247,0.253888786,-0.06760326,0.113095194,0.490712553,-0.036155362,0.105212875,0.421320945,-0.053194918,0.103976592,0.373091012,-0.060478117,0.105690204,0.326232821,-0.064463481
Open_hand,0.170668647,0.691670895,5.82E-07,0.236130014,0.654412508,-0.025941605,0.292994976,0.595275521,-0.03866278,0.335277259,0.542461395,-0.050782539,0.371489495,0.506426513,-0.06359297,0.249176949,0.47650829,-0.018850408,0.283388227,0.393545181,-0.039688442,0.302626312,0.340377629,-0.05764585,0.31872955,0.295713127,-0.070340037,0.206681997,0.462442607,-0.022381773,0.220991611,0.35928002,-0.040972065,0.230722383,0.29332912,-0.058100443,0.237695605,0.238217145,-0.070342265,0.165362686,0.470613748,-0.029747754,0.169733703,0.373654485,-0.048581094,0.176216453,0.310024142,-0.062310304,0.183816776,0.254591346,-0.07158564,0.122792393,0.496820778,-0.039741538,0.115082845,0.427282989,-0.057948314,0.114461303,0.378211558,-0.065325752,0.116855636,0.330581158,-0.069321148
Open_hand,0.173094362,0.692219496,5.97E-07,0.239048213,0.654465675,-0.025724301,0.295127153,0.594773352,-0.038478058,0.336432606,0.542347431,-0.050379355,0.371746808,0.507213295,-0.062819697,0.250228316,0.47841236,-0.020382347,0.283718288,0.395418525,-0.041069102,0.302797258,0.342535883,-0.058832545,0.31828478,0.297417939,-0.071358345,0.206829116,0.463825583,-0.023895638,0.220836908,0.358384877,-0.042127769,0.230452895,0.292081892,-0.05903678,0.237311378,0.236836523,-0.071093865,0.165288255,0.471483797,-0.03097884,0.169393152,0.376250327,-0.049370445,0.177057102,0.312799394,-0.062716283,0.185157984,0.257516026,-0.071771577,0.122799255,0.496555656,-0.040624082,0.116537556,0.426981628,-0.058037609,0.116400577,0.379124969,-0.064674154,0.118685745,0.332761943,-0.068250522
Open_hand,0.181270838,0.693346381,5.99E-07,0.248004436,0.653777242,-0.024221614,0.304425895,0.593352318,-0.035942368,0.346693218,0.542144537,-0.047382951,0.381903112,0.507987142,-0.059741165,0.261043489,0.476589501,-0.017285191,0.295166433,0.395997673,-0.038040254,0.314274073,0.343484044,-0.05620018,0.330159247,0.298939407,-0.069051862,0.218202084,0.462552905,-0.021736268,0.232988238,0.360994399,-0.039978568,0.243541092,0.295630932,-0.056920294,0.251569062,0.240659744,-0.069069132,0.175713569,0.470987439,-0.029968087,0.180821136,0.374707729,-0.048520342,0.188825309,0.312810421,-0.06182823,0.198342711,0.258239537,-0.070848629,0.130930379,0.497404724,-0.040707253,0.125718072,0.427474618,-0.0582202,0.128312454,0.379846871,-0.064853393,0.134624884,0.333308667,-0.068496406
Open_hand,0.192714334,0.696183085,5.62E-07,0.261787862,0.6587919,-0.023833107,0.320582598,0.600581944,-0.034132183,0.365178347,0.548182905,-0.044174984,0.400277793,0.51248008,-0.054638099,0.281397939,0.48177579,-0.011734472,0.316058159,0.400498986,-0.029800953,0.334379852,0.34707886,-0.046805475,0.348719835,0.301990896,-0.058954548,0.239065558,0.466291875,-0.014800306,0.254732579,0.366576165,-0.029922964,0.264769882,0.302035749,-0.045776155,0.272139132,0.248510927,-0.057303831,0.197043553,0.471377283,-0.021802604,0.205050781,0.377320617,-0.037479073,0.213129342,0.317390382,-0.049626868,0.221326232,0.266336441,-0.057930868,0.153330088,0.494613498,-0.031590458,0.152009681,0.425657213,-0.046706691,0.154049844,0.378659695,-0.052467857,0.158039868,0.333324313,-0.055417426
Open_hand,0.215918213,0.68583566,5.67E-07,0.280896872,0.651971221,-0.025865665,0.337748796,0.595753014,-0.038282596,0.379566878,0.543130517,-0.049925115,0.414070725,0.505404413,-0.061866406,0.296239197,0.477793455,-0.019525507,0.329616904,0.396994561,-0.040652048,0.350252181,0.344288588,-0.058746271,0.366936356,0.300006926,-0.07121975,0.255022496,0.462759346,-0.022017017,0.269394398,0.363330781,-0.040196668,0.279314965,0.299272418,-0.056770865,0.28703177,0.246330768,-0.068678737,0.215024486,0.468758911,-0.028210962,0.221004307,0.376312286,-0.045776535,0.228447363,0.315628409,-0.057957351,0.236908466,0.264023542,-0.066368006,0.174242094,0.491492242,-0.037252486,0.17153427,0.424141943,-0.053608663,0.173114389,0.377774715,-0.059896436,0.176652804,0.333708525,-0.063245267
Open_hand,0.22655344,0.678365469,5.74E-07,0.291203946,0.646640837,-0.025968352,0.34641397,0.590301096,-0.03818991,0.388652146,0.539844215,-0.049486648,0.423049152,0.504424691,-0.061506677,0.306256741,0.475188076,-0.021427678,0.339804679,0.394710243,-0.042515494,0.359740436,0.342133045,-0.060498893,0.375680387,0.297511399,-0.072936498,0.264992982,0.460407853,-0.023884661,0.279750109,0.361966014,-0.042021845,0.289295793,0.297667921,-0.058787856,0.296206236,0.244855911,-0.070950612,0.224554792,0.466579258,-0.029914595,0.231188968,0.374588341,-0.047426999,0.238979384,0.314261675,-0.060188096,0.247510165,0.26238963,-0.069087952,0.182670042,0.489376694,-0.038693052,0.179866672,0.420661122,-0.055569746,0.181266516,0.373560846,-0.062486757,0.185175478,0.32842046,-0.066332653
Open_hand,0.228921473,0.679228783,5.84E-07,0.292817712,0.647010922,-0.025194949,0.346416652,0.59134829,-0.037495188,0.388185561,0.540074706,-0.048824798,0.422990203,0.503718972,-0.060777746,0.306221277,0.475654751,-0.021269985,0.340324372,0.395574957,-0.041895606,0.360291988,0.344071507,-0.059320915,0.376079768,0.299134851,-0.071464315,0.264820814,0.460942537,-0.024312815,0.280608892,0.360239446,-0.042328984,0.290089607,0.295973599,-0.058555614,0.296471417,0.242880851,-0.070071131,0.224477977,0.467928231,-0.030771254,0.230302393,0.375288725,-0.048741739,0.238211393,0.314099997,-0.06105265,0.246384501,0.260822058,-0.069324739,0.18321228,0.491695583,-0.03980099,0.181907728,0.421574205,-0.056897171,0.183950156,0.374462396,-0.063296042,0.187878996,0.329144239,-0.066614963
Open_hand,0.252834558,0.672963023,5.84E-07,0.315810412,0.640952647,-0.028544035,0.369881272,0.586124003,-0.041622702,0.409010857,0.53244853,-0.052923147,0.43890819,0.490034789,-0.06462194,0.329947561,0.471454978,-0.024770146,0.363593489,0.391653597,-0.04715516,0.384070635,0.338690668,-0.065969691,0.399987519,0.292456806,-0.078714542,0.289904654,0.456646442,-0.025691498,0.30654332,0.359167993,-0.044141762,0.316867709,0.296073318,-0.060701117,0.324181557,0.243096054,-0.072737508,0.249958158,0.462212026,-0.030336749,0.255874306,0.372113377,-0.047833793,0.262101263,0.311749101,-0.060150523,0.269373089,0.2602368,-0.068756051,0.208001494,0.483962566,-0.038006403,0.204531699,0.417217493,-0.054422989,0.205634251,0.369867742,-0.061071653,0.209625736,0.324346781,-0.064834811
Open_hand,0.271682948,0.67047441,5.89E-07,0.334042698,0.63783586,-0.027479632,0.384697884,0.581599951,-0.039778218,0.419865072,0.526851833,-0.050633747,0.446807772,0.484007359,-0.061905976,0.344078392,0.467656404,-0.023117006,0.376932234,0.388072133,-0.045684043,0.397504956,0.335646629,-0.064564332,0.413819194,0.290924817,-0.077241503,0.304876149,0.453287363,-0.024662441,0.320744067,0.356251776,-0.043689635,0.332104087,0.292787999,-0.060611971,0.340644628,0.239547879,-0.07273943,0.265283555,0.459705412,-0.029962568,0.26986146,0.369061887,-0.048525684,0.276594698,0.309490353,-0.061529122,0.284695208,0.25894469,-0.070261985,0.223479256,0.482714325,-0.03807031,0.218490243,0.415468395,-0.055793401,0.21955429,0.36857444,-0.063212007,0.223676413,0.324006557,-0.067254394
Open_hand,0.285582364,0.66675818,5.87E-07,0.350447595,0.633163929,-0.027762789,0.402698547,0.578698754,-0.039054427,0.43700695,0.52328229,-0.04855983,0.458021671,0.477283239,-0.058311313,0.361888617,0.463770449,-0.021117443,0.394354731,0.384950787,-0.04241465,0.414352566,0.331518769,-0.060670096,0.430129081,0.285744995,-0.072964869,0.321618229,0.448703557,-0.021851784,0.336152822,0.351570129,-0.039919738,0.34639594,0.287299693,-0.056457944,0.354498148,0.233506978,-0.068197243,0.28147319,0.454691857,-0.026436998,0.288039744,0.364006966,-0.044595126,0.295193732,0.304044306,-0.057618991,0.303521246,0.253545165,-0.066103868,0.239254147,0.47751534,-0.03383591,0.235607088,0.410889417,-0.051311497,0.237226665,0.363762379,-0.058748238,0.24176237,0.318995714,-0.062597245
Open_hand,0.316408455,0.657857955,5.82E-07,0.383585095,0.62895,-0.026214743,0.437779039,0.572792709,-0.037228215,0.472267866,0.517189443,-0.046893276,0.498997748,0.474063575,-0.056712609,0.396318346,0.453934431,-0.020402307,0.428429306,0.371493906,-0.041446209,0.449082375,0.318305492,-0.058869161,0.465386301,0.274900228,-0.070325173,0.354504555,0.439828098,-0.021823408,0.369693428,0.33896488,-0.039988741,0.380928814,0.275310338,-0.056237277,0.389520168,0.223504454,-0.067404315,0.314775974,0.446746528,-0.026826344,0.322790354,0.356066316,-0.045022793,0.330977231,0.294766098,-0.058051817,0.340000421,0.243643716,-0.066358618,0.274545759,0.469955653,-0.034464601,0.274336517,0.401931614,-0.051671032,0.276830643,0.354891419,-0.058802292,0.281843632,0.311186671,-0.062308911
Open_hand,0.316434562,0.65855211,5.57E-07,0.383221,0.626881123,-0.027585268,0.437941432,0.570717752,-0.039391961,0.471556216,0.515399158,-0.049566619,0.498879045,0.473849714,-0.059994057,0.394791424,0.453354388,-0.021204768,0.426926225,0.373277485,-0.042000629,0.447029561,0.322106957,-0.059838645,0.463864058,0.277569056,-0.07215099,0.353464603,0.438976705,-0.022500526,0.369148344,0.340214342,-0.040546879,0.379835218,0.277125478,-0.057116974,0.388307959,0.224293917,-0.06891188,0.314058781,0.445897698,-0.027499625,0.320984125,0.354924738,-0.045719031,0.32936579,0.29493624,-0.058493432,0.338221997,0.242713034,-0.066935204,0.273491144,0.469459385,-0.035267301,0.27251476,0.400242925,-0.05262721,0.275525212,0.354207695,-0.059481625,0.280183792,0.310375303,-0.063054927
